provider,category,name,serving_size,calories,fat_g,sat_fat_g,trans_fat_g,cholesterol_mg,sodium_mg,carbohydrates_g,fiber_g,sugar_g,protein_g,entities
Chick-Fil-A,Catering Entrées,8 ct Chick-fil-A® Nuggets,113,250.0,11.0,2.5,0.0,85,1210,11,0,1,27,"['mid-calorie','high-fat','mid-sat-fat','low-cholesterol','high-sodium','low-carb','low-sugar','fiber-free','high-protein','Chick-Fil-A','Catering Entrées','medium-portion','Gluten-Free']"
Chick-Fil-A,Catering Entrées,12 ct Chick-fil-A® Nuggets,170,380.0,17.0,3.5,0.0,125,1820,16,0,1,40,"['mid-calorie','high-fat','mid-sat-fat','mid-cholesterol','high-sodium','mid-carb','low-sugar','fiber-free','high-protein','Chick-Fil-A','Catering Entrées','medium-portion','Gluten-Free','Balanced-Meal']"
Chick-Fil-A,Catering Entrées,12 ct Chick-fil-A® Nuggets,170,380.0,17.0,3.5,0.0,125,1820,16,0,1,40,"['mid-calorie','high-fat','mid-sat-fat','mid-cholesterol','high-sodium','mid-carb','low-sugar','fiber-free','high-protein','Chick-Fil-A','Catering Entrées','medium-portion','Gluten-Free','Balanced-Meal']"
Chick-Fil-A,Catering Entrées,Chilled Grilled Chicken Sub Sandwich,230,440.0,12.0,5.0,0.0,90,980,49,5,9,36,"['high-calorie','high-fat','high-sat-fat','low-cholesterol','high-sodium','mid-carb','mid-sugar','mid-fiber','high-protein','Chick-Fil-A','Catering Entrées','medium-portion','Mediterranean','Gluten-Free','Balanced-Meal','Paleo']"
Chick-Fil-A,Catering Entrées,Spicy Chilled Grilled Chicken Sub Sandwich,230,430.0,12.0,5.0,0.0,85,1320,50,5,9,33,"['high-calorie','high-fat','high-sat-fat','low-cholesterol','high-sodium','high-carb','mid-sugar','mid-fiber','high-protein','Chick-Fil-A','Catering Entrées','medium-portion','Mediterranean','Gluten-Free','Balanced-Meal','Paleo']"
Chick-Fil-A,Catering Drinks,Gallon Freshly-Brewed Iced Tea Sweetened,4167,1540.0,0.0,0.0,0.0,0,115,398,0,397,0,"['high-calorie','fat-free','sat-fat-free','cholesterol-free','low-sodium','high-carb','high-sugar','fiber-free','protein-free','Chick-Fil-A','large-portion','Gluten-Free']"
Chick-Fil-A,Catering Drinks,Gallon Freshly-Brewed Iced Tea Sweetened,4167,1540.0,0.0,0.0,0.0,0,115,398,0,397,0,"['high-calorie','fat-free','sat-fat-free','cholesterol-free','low-sodium','high-carb','high-sugar','fiber-free','protein-free','Chick-Fil-A','large-portion','Gluten-Free']"
Chick-Fil-A,Catering Drinks,Gallon Freshly-Brewed Iced Tea Unsweetened,3808,0.0,0.0,0.0,0.0,0,0,0,0,0,0,"['no-calories','fat-free','sat-fat-free','cholesterol-free','sodium-free','carb-free','sugar-free','fiber-free','protein-free','Chick-Fil-A','large-portion','paleo','Gluten-Free']"
Chick-Fil-A,Catering Drinks,Gallon Freshly-Brewed Iced Tea Unsweetened,3808,0.0,0.0,0.0,0.0,0,0,0,0,0,0,"['no-calories','fat-free','sat-fat-free','cholesterol-free','sodium-free','carb-free','sugar-free','fiber-free','protein-free','Chick-Fil-A','large-portion','paleo','Gluten-Free']"
Chick-Fil-A,Catering Drinks,"Gallon Chick-fil-A® Iced Tea (1/2 Sweet Tea,1/2 Unsweet Tea)",3904,790.0,0.0,0.0,0.0,0,0,205,0,205,0,"['high-calorie','high-fat','sat-fat-free','cholesterol-free','sodium-free','carb-free','sugar-free','high-fiber','high-protein','Chick-Fil-A','large-portion','Gluten-Free']"
Chick-Fil-A,Catering Drinks,"Gallon Chick-fil-A® Iced Tea (1/2 Sweet Tea,1/2 Unsweet Tea)",3904,790.0,0.0,0.0,0.0,0,0,205,0,205,0,"['high-calorie','high-fat','sat-fat-free','cholesterol-free','sodium-free','carb-free','sugar-free','high-fiber','high-protein','Chick-Fil-A','large-portion','Gluten-Free']"
Chick-Fil-A,Catering Drinks,Gallon Chick-fil-A® Lemonade,3884,2090.0,1.5,0.0,0.0,0,95,549,2,517,2,"['high-calorie','low-fat','sat-fat-free','cholesterol-free','low-sodium','high-carb','high-sugar','low-fiber','low-protein','Chick-Fil-A','large-portion','Gluten-Free']"
Chick-Fil-A,Catering Drinks,Gallon Chick-fil-A® Lemonade,3884,2090.0,1.5,0.0,0.0,0,95,549,2,517,2,"['high-calorie','low-fat','sat-fat-free','cholesterol-free','low-sodium','high-carb','high-sugar','low-fiber','low-protein','Chick-Fil-A','large-portion','Gluten-Free']"
Chick-Fil-A,Catering Drinks,Gallon Chick-fil-A® Diet Lemonade,3716,460.0,1.5,0.0,0.0,0,95,126,2,91,3,"['high-calorie','low-fat','sat-fat-free','cholesterol-free','low-sodium','high-carb','high-sugar','low-fiber','low-protein','Chick-Fil-A','large-portion','Gluten-Free']"
Chick-Fil-A,Catering Drinks,Gallon Chick-fil-A® Diet Lemonade,3716,460.0,1.5,0.0,0.0,0,95,126,2,91,3,"['high-calorie','low-fat','sat-fat-free','cholesterol-free','low-sodium','high-carb','high-sugar','low-fiber','low-protein','Chick-Fil-A','large-portion','Gluten-Free']"
Chick-Fil-A,Catering Drinks,"Gallon Chick-fil-A® Lemonade (1/2 Lemonade,1/2 Diet Lemonade)",3989,1390.0,0.5,0.0,0.0,0,40,389,1,350,1,"['high-calorie','high-fat','low-sat-fat','cholesterol-free','sodium-free','mid-carb','low-sugar','high-fiber','high-protein','Chick-Fil-A','large-portion','Gluten-Free']"
Chick-Fil-A,Catering Drinks,"Gallon Chick-fil-A® Lemonade (1/2 Lemonade,1/2 Diet Lemonade)",3989,1390.0,0.5,0.0,0.0,0,40,389,1,350,1,"['high-calorie','high-fat','low-sat-fat','cholesterol-free','sodium-free','mid-carb','low-sugar','high-fiber','high-protein','Chick-Fil-A','large-portion','Gluten-Free']"
Chick-Fil-A,Catering Drinks,"Gallon Sunjoy® (1/2 Sweet Tea,1/2 Lemonade)",4176,1970.0,0.0,0.0,0.0,0,0,506,2,481,2,"['high-calorie','high-fat','sat-fat-free','cholesterol-free','sodium-free','carb-free','low-sugar','high-fiber','high-protein','Chick-Fil-A','large-portion','Gluten-Free']"
Chick-Fil-A,Catering Drinks,"Gallon Sunjoy® (1/2 Sweet Tea,1/2 Lemonade)",4176,1970.0,0.0,0.0,0.0,0,0,506,2,481,2,"['high-calorie','high-fat','sat-fat-free','cholesterol-free','sodium-free','carb-free','low-sugar','high-fiber','high-protein','Chick-Fil-A','large-portion','Gluten-Free']"
Chick-Fil-A,Catering Drinks,"Gallon Sunjoy® (1/2 Sweet Tea,1/2 Diet Lemonade)",3997,1030.0,1.0,0.0,0.0,0,50,270,1,252,1,"['high-calorie','high-fat','low-sat-fat','cholesterol-free','sodium-free','high-carb','low-sugar','high-fiber','high-protein','Chick-Fil-A','large-portion','Gluten-Free']"
Chick-Fil-A,Catering Drinks,"Gallon Sunjoy® (1/2 Sweet Tea,1/2 Diet Lemonade)",3997,1030.0,1.0,0.0,0.0,0,50,270,1,252,1,"['high-calorie','high-fat','low-sat-fat','cholesterol-free','sodium-free','high-carb','low-sugar','high-fiber','high-protein','Chick-Fil-A','large-portion','Gluten-Free']"
Chick-Fil-A,Catering Drinks,"Gallon Sunjoy® (1/2 Unsweet Tea,1/2 Lemonade)",3898,1040.0,0.0,0.0,0.0,0,0,291,0,271,0,"['high-calorie','high-fat','sat-fat-free','cholesterol-free','sodium-free','carb-free','sugar-free','high-fiber','high-protein','Chick-Fil-A','large-portion','Gluten-Free']"
Chick-Fil-A,Catering Drinks,"Gallon Sunjoy® (1/2 Unsweet Tea,1/2 Lemonade)",3898,1040.0,0.0,0.0,0.0,0,0,291,0,271,0,"['high-calorie','high-fat','sat-fat-free','cholesterol-free','sodium-free','carb-free','sugar-free','high-fiber','high-protein','Chick-Fil-A','large-portion','Gluten-Free']"
Chick-Fil-A,Catering Drinks,"Gallon Sunjoy® (1/2 Unsweet Tea,1/2 Diet Lemonade)",3719,240.0,1.0,0.0,0.0,0,50,65,1,47,1,"['high-calorie','high-fat','low-sat-fat','cholesterol-free','sodium-free','high-carb','low-sugar','high-fiber','high-protein','Chick-Fil-A','large-portion','Gluten-Free']"
Chick-Fil-A,Catering Drinks,"Gallon Sunjoy® (1/2 Unsweet Tea,1/2 Diet Lemonade)",3719,240.0,1.0,0.0,0.0,0,50,65,1,47,1,"['high-calorie','high-fat','low-sat-fat','cholesterol-free','sodium-free','high-carb','low-sugar','high-fiber','high-protein','Chick-Fil-A','large-portion','Gluten-Free']"
Chick-Fil-A,Catering Drinks,DASANI® Bottled Water,479,0.0,0.0,0.0,0.0,0,0,0,0,0,0,"['no-calories','fat-free','sat-fat-free','cholesterol-free','sodium-free','carb-free','sugar-free','fiber-free','protein-free','Chick-Fil-A','large-portion','paleo','Gluten-Free']"
Chick-Fil-A,Catering Drinks,DASANI® Bottled Water,479,0.0,0.0,0.0,0.0,0,0,0,0,0,0,"['no-calories','fat-free','sat-fat-free','cholesterol-free','sodium-free','carb-free','sugar-free','fiber-free','protein-free','Chick-Fil-A','large-portion','paleo','Gluten-Free']"
Chick-Fil-A,Catering Drinks,Simply Orange®,326,160.0,0.0,0.0,0.0,0,10,34,0,30,2,"['low-calorie','fat-free','sat-fat-free','cholesterol-free','low-sodium','mid-carb','high-sugar','fiber-free','low-protein','Chick-Fil-A','large-portion','paleo','Gluten-Free']"
Chick-Fil-A,Catering Drinks,Simply Orange®,326,160.0,0.0,0.0,0.0,0,10,34,0,30,2,"['low-calorie','fat-free','sat-fat-free','cholesterol-free','low-sodium','mid-carb','high-sugar','fiber-free','low-protein','Chick-Fil-A','large-portion','paleo','Gluten-Free']"
Chick-Fil-A,Catering Drinks,Bottled Sweet Tea,506,190.0,0.0,0.0,0.0,0,15,48,0,48,0,"['low-calorie','fat-free','sat-fat-free','cholesterol-free','low-sodium','mid-carb','high-sugar','fiber-free','protein-free','Chick-Fil-A','large-portion','paleo','Gluten-Free']"
Chick-Fil-A,Catering Drinks,Bottled Unsweet Tea,486,0.0,0.0,0.0,0.0,0,15,0,0,0,0,"['no-calories','fat-free','sat-fat-free','cholesterol-free','low-sodium','carb-free','sugar-free','fiber-free','protein-free','Chick-Fil-A','large-portion','paleo','Gluten-Free']"
Chick-Fil-A,Catering Drinks,Bottled Lemonade,520,280.0,0.0,0.0,0.0,0,10,73,0,69,0,"['mid-calorie','fat-free','sat-fat-free','cholesterol-free','low-sodium','high-carb','high-sugar','fiber-free','protein-free','Chick-Fil-A','large-portion','Gluten-Free']"
Chick-Fil-A,Catering Drinks,Bottled Diet Lemonade,492,60.0,0.0,0.0,0.0,0,10,17,0,12,0,"['low-calorie','fat-free','sat-fat-free','cholesterol-free','low-sodium','mid-carb','mid-sugar','fiber-free','protein-free','Chick-Fil-A','large-portion','paleo','Gluten-Free']"
Chick-Fil-A,Catering Drinks,Honest Kids® Apple Juice,170,35.0,0.0,0.0,0.0,0,15,9,0,8,0,"['low-calorie','fat-free','sat-fat-free','cholesterol-free','low-sodium','low-carb','mid-sugar','fiber-free','protein-free','Chick-Fil-A','medium-portion','paleo','Gluten-Free']"
Chick-Fil-A,Catering Drinks,Honest Kids® Apple Juice,170,35.0,0.0,0.0,0.0,0,15,9,0,8,0,"['low-calorie','fat-free','sat-fat-free','cholesterol-free','low-sodium','low-carb','mid-sugar','fiber-free','protein-free','Chick-Fil-A','medium-portion','paleo','Gluten-Free']"
Chick-Fil-A,Catering Drinks,1% Milk,213,90.0,2.0,1.5,0.0,10,105,10,0,10,7,"['low-calorie','low-fat','low-sat-fat','low-cholesterol','low-sodium','low-carb','mid-sugar','fiber-free','mid-protein','Chick-Fil-A','medium-portion','paleo','Gluten-Free']"
Chick-Fil-A,Catering Drinks,1% Milk,213,90.0,2.0,1.5,0.0,10,105,10,0,10,7,"['low-calorie','low-fat','low-sat-fat','low-cholesterol','low-sodium','low-carb','mid-sugar','fiber-free','mid-protein','Chick-Fil-A','medium-portion','paleo','Gluten-Free']"
Chick-Fil-A,Catering Drinks,1% Chocolate Milk,198,140.0,2.0,1.5,0.0,10,160,23,0,21,7,"['low-calorie','low-fat','low-sat-fat','low-cholesterol','mid-sodium','mid-carb','high-sugar','fiber-free','mid-protein','Chick-Fil-A','medium-portion','paleo','Gluten-Free']"
Chick-Fil-A,Catering Drinks,1% Chocolate Milk,198,140.0,2.0,1.5,0.0,10,160,23,0,21,7,"['low-calorie','low-fat','low-sat-fat','low-cholesterol','mid-sodium','mid-carb','high-sugar','fiber-free','mid-protein','Chick-Fil-A','medium-portion','paleo','Gluten-Free']"
Chick-Fil-A,Catering Drinks,Bag of Ice,28,0.0,0.0,0.0,0.0,0,0,0,0,0,0,"['no-calories','fat-free','sat-fat-free','cholesterol-free','sodium-free','carb-free','sugar-free','fiber-free','protein-free','Chick-Fil-A','small-portion','paleo','Gluten-Free']"
Chick-Fil-A,Catering Drinks,Bag of Ice,28,0.0,0.0,0.0,0.0,0,0,0,0,0,0,"['no-calories','fat-free','sat-fat-free','cholesterol-free','sodium-free','carb-free','sugar-free','fiber-free','protein-free','Chick-Fil-A','small-portion','paleo','Gluten-Free']"
Chick-Fil-A,Catering Drinks,Bag of Ice,28,0.0,0.0,0.0,0.0,0,0,0,0,0,0,"['no-calories','fat-free','sat-fat-free','cholesterol-free','sodium-free','carb-free','sugar-free','fiber-free','protein-free','Chick-Fil-A','small-portion','paleo','Gluten-Free']"
Chick-Fil-A,Catering Drinks,Ice Scoop,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,"['no-calories','fat-free','sat-fat-free','cholesterol-free','sodium-free','carb-free','sugar-free','fiber-free','protein-free','Chick-Fil-A','no-serving-size','paleo','Gluten-Free']"
Chick-Fil-A,Catering Drinks,Ice Bucket and Scoop,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,"['no-calories','fat-free','sat-fat-free','cholesterol-free','sodium-free','carb-free','sugar-free','fiber-free','protein-free','Chick-Fil-A','no-serving-size','paleo','Gluten-Free']"
Chick-Fil-A,Catering Drinks,Catering Coffee,2722,0.0,0.0,0.0,0.0,0,80,0,0,0,0,"['no-calories','fat-free','sat-fat-free','cholesterol-free','low-sodium','carb-free','sugar-free','fiber-free','protein-free','Chick-Fil-A','large-portion','paleo','Gluten-Free']"
