provider,category,name,serving_size,calories,fat_g,sat_fat_g,trans_fat_g,cholesterol_mg,sodium_mg,carbohydrates_g,fiber_g,sugar_g,protein_g,entities
Chick-Fil-A,Dressings,Avocado Lime Ranch Dressin,57,310.0,32.0,5.0,0.0,25,520,3,1,2,1,"['mid-calorie','high-fat','high-sat-fat','low-cholesterol','high-sodium','low-carb','low-sugar','low-fiber','low-protein','Chick-Fil-A','Dressings','small-portion','keto', 'Gluten-Free']"
Chick-Fil-A,Dressings,Creamy Salsa Dressin,57,290.0,31.0,5.0,0.0,25,630,2,0,1,1,"['mid-calorie','high-fat','high-sat-fat','low-cholesterol','high-sodium','low-carb','low-sugar','fiber-free','low-protein','Chick-Fil-A','Dressings','small-portion','keto', 'Gluten-Free']"
Chick-Fil-A,Dressings,Fat-Free Honey Mustard Dressin,57,90.0,0.0,0.0,0.0,0,330,22,1,18,0,"['low-calorie','fat-free','sat-fat-free','cholesterol-free','mid-sodium','mid-carb','high-sugar','low-fiber','protein-free','Chick-Fil-A','Dressings','small-portion','paleo','Gluten-Free']"
Chick-Fil-A,Dressings,Garden Herb Ranch Dressin,57,280.0,29.0,5.0,0.0,25,440,2,0,1,1,"['mid-calorie','high-fat','high-sat-fat','low-cholesterol','high-sodium','low-carb','low-sugar','fiber-free','low-protein','Chick-Fil-A','Dressings','small-portion','keto', 'paleo','Gluten-Free']"
Chick-Fil-A,Dressings,Light Balsamic Vinaigrette Dressin,57,80.0,4.0,0.5,0.0,0,360,10,0,9,0,"['low-calorie','mid-fat','low-sat-fat','cholesterol-free','mid-sodium','low-carb','mid-sugar','fiber-free','protein-free','Chick-Fil-A','Dressings','small-portion','paleo','Gluten-Free']"
Chick-Fil-A,Dressings,Light Italian Dressin,57,25.0,1.0,0.0,0.0,0,470,3,0,2,0,"['low-calorie','low-fat','sat-fat-free','cholesterol-free','high-sodium','low-carb','low-sugar','fiber-free','protein-free','Chick-Fil-A','Dressings','small-portion','paleo','Gluten-Free']"
Chick-Fil-A,Dressings,Zesty Apple Cider Vinaigrette Dressin,56,230.0,19.0,3.0,0.0,0,450,16,0,14,0,"['mid-calorie','high-fat','mid-sat-fat','cholesterol-free','high-sodium','mid-carb','mid-sugar','fiber-free','protein-free','Chick-Fil-A','Dressings','small-portion','paleo','Gluten-Free']"
Chick-Fil-A,Buns,Gluten Free Bun,79,180.0,3.5,0.0,0.0,0,400,37,2,7,3,"['low-calorie','mid-fat','sat-fat-free','cholesterol-free','high-sodium','mid-carb','mid-sugar','low-fiber','low-protein','Chick-Fil-A','Buns','small-portion','paleo','Gluten-Free']"
Chick-Fil-A,Buns,White Bun (Buttered),60,180.0,6.0,1.0,0.0,0,240,29,1,4,5,"['low-calorie','mid-fat','low-sat-fat','cholesterol-free','mid-sodium','mid-carb','low-sugar','low-fiber','mid-protein','Chick-Fil-A','Buns','small-portion','paleo','Gluten-Free']"
Chick-Fil-A,Buns,Multigrain Brioche Bun,71,210.0,4.5,1.0,0.0,0,310,38,3,7,7,"['mid-calorie','mid-fat','low-sat-fat','cholesterol-free','mid-sodium','mid-carb','mid-sugar','mid-fiber','mid-protein','Chick-Fil-A','Buns','small-portion','paleo','Gluten-Free']"
Chick-Fil-A,Buns,White Bun (Unbuttered),54,150.0,1.0,0.0,0.0,0,240,28,1,4,5,"['low-calorie','low-fat','sat-fat-free','cholesterol-free','mid-sodium','mid-carb','low-sugar','low-fiber','mid-protein','Chick-Fil-A','Buns','small-portion','paleo','Gluten-Free']"
Chick-Fil-A,Proteins,Grilled Breakfast Filet,50,60.0,1.0,0.0,0.0,40,420,0,0,0,13,"['low-calorie','low-fat','sat-fat-free','low-cholesterol','high-sodium','carb-free','sugar-free','fiber-free','mid-protein','Chick-Fil-A','Proteins','small-portion','paleo','Gluten-Free']"
Chick-Fil-A,Proteins,Bacon,10,50.0,3.5,1.5,0.0,10,210,0,0,0,4,"['low-calorie','mid-fat','low-sat-fat','low-cholesterol','mid-sodium','carb-free','sugar-free','fiber-free','low-protein','Chick-Fil-A','Proteins','small-portion','paleo','Gluten-Free']"
Chick-Fil-A,Proteins,Bacon,10,50.0,3.5,1.5,0.0,10,210,0,0,0,4,"['low-calorie','mid-fat','low-sat-fat','low-cholesterol','mid-sodium','carb-free','sugar-free','fiber-free','low-protein','Chick-Fil-A','Proteins','small-portion','paleo','Gluten-Free']"
Chick-Fil-A,Proteins,Chick-fil-A® Breakfast Filet,72,160.0,8.0,1.5,0.0,45,750,8,0,2,15,"['low-calorie','mid-fat','low-sat-fat','low-cholesterol','high-sodium','low-carb','low-sugar','fiber-free','mid-protein','Chick-Fil-A','Proteins','small-portion','Gluten-Free']"
Chick-Fil-A,Proteins,Sausage,57,240.0,22.0,8.0,0.0,35,430,1,0,0,11,"['mid-calorie','high-fat','high-sat-fat','low-cholesterol','high-sodium','low-carb','sugar-free','fiber-free','mid-protein','Chick-Fil-A','Proteins','small-portion','keto', 'paleo','Gluten-Free']"
Chick-Fil-A,Proteins,Spicy Breakfast Filet,62,130.0,6.0,1.5,0.0,35,710,6,0,1,14,"['low-calorie','mid-fat','low-sat-fat','low-cholesterol','high-sodium','low-carb','low-sugar','fiber-free','mid-protein','Chick-Fil-A','Proteins','small-portion','Gluten-Free']"
Chick-Fil-A,Proteins,Grilled Filet,84,110.0,2.0,0.0,0.0,70,370,1,0,1,21,"['low-calorie','low-fat','sat-fat-free','low-cholesterol','mid-sodium','low-carb','low-sugar','fiber-free','high-protein','Chick-Fil-A','Proteins','small-portion','paleo','Gluten-Free']"
Chick-Fil-A,Proteins,Spicy Filet,120,280.0,13.0,2.5,0.0,65,1390,16,1,2,23,"['mid-calorie','high-fat','mid-sat-fat','low-cholesterol','high-sodium','mid-carb','low-sugar','low-fiber','high-protein','Chick-Fil-A','Proteins','medium-portion','Gluten-Free']"
Chick-Fil-A,Proteins,Chick-fil-A® Filet,120,260.0,12.0,2.5,0.0,75,1170,13,0,2,25,"['mid-calorie','high-fat','mid-sat-fat','low-cholesterol','high-sodium','low-carb','low-sugar','fiber-free','high-protein','Chick-Fil-A','Proteins','medium-portion','Gluten-Free']"
Chick-Fil-A,Salad Toppings,Blue Cheese Crumbles,9,30.0,2.5,1.5,0.0,10,110,0,0,0,2,"['low-calorie','low-fat','low-sat-fat','low-cholesterol','low-sodium','carb-free','sugar-free','fiber-free','low-protein','Chick-Fil-A','Salad Toppings','small-portion','paleo','Gluten-Free']"
Chick-Fil-A,Salad Toppings,Chili Lime Pepitas,14,80.0,7.0,1.0,0.0,0,50,2,1,0,4,"['low-calorie','mid-fat','low-sat-fat','cholesterol-free','low-sodium','low-carb','sugar-free','low-fiber','low-protein','Chick-Fil-A','Salad Toppings','small-portion','paleo','Gluten-Free']"
Chick-Fil-A,Salad Toppings,Crispy Bell Peppers,14,80.0,6.0,0.0,0.0,0,75,6,0,0,1,"['low-calorie','mid-fat','sat-fat-free','cholesterol-free','low-sodium','low-carb','sugar-free','fiber-free','low-protein','Chick-Fil-A','Salad Toppings','small-portion','paleo','Gluten-Free']"
Chick-Fil-A,Salad Toppings,Harvest Nut Granola,14,70.0,2.0,0.0,0.0,0,35,10,0,4,1,"['low-calorie','low-fat','sat-fat-free','cholesterol-free','low-sodium','low-carb','low-sugar','fiber-free','low-protein','Chick-Fil-A','Salad Toppings','small-portion','paleo','Gluten-Free']"
Chick-Fil-A,Salad Toppings,Roasted Nut Blend,10,70.0,6.0,0.5,0.0,0,0,2,1,1,1,"['low-calorie','mid-fat','low-sat-fat','cholesterol-free','sodium-free','low-carb','low-sugar','low-fiber','low-protein','Chick-Fil-A','Salad Toppings','small-portion','paleo','Gluten-Free']"
Chick-Fil-A,Salad Toppings,Seasoned Tortilla Strips,14,70.0,4.0,0.0,0.0,0,55,8,1,0,1,"['low-calorie','mid-fat','sat-fat-free','cholesterol-free','low-sodium','low-carb','sugar-free','low-fiber','low-protein','Chick-Fil-A','Salad Toppings','small-portion','paleo','Gluten-Free']"
Chick-Fil-A,Sandwich Toppings,Bacon,10,50.0,3.5,1.5,0.0,10,210,0,0,0,4,"['low-calorie','mid-fat','low-sat-fat','low-cholesterol','mid-sodium','carb-free','sugar-free','fiber-free','low-protein','Chick-Fil-A','Sandwich Toppings','small-portion','paleo','Gluten-Free']"
Chick-Fil-A,Sandwich Toppings,Bacon,10,50.0,3.5,1.5,0.0,10,210,0,0,0,4,"['low-calorie','mid-fat','low-sat-fat','low-cholesterol','mid-sodium','carb-free','sugar-free','fiber-free','low-protein','Chick-Fil-A','Sandwich Toppings','small-portion','paleo','Gluten-Free']"
Chick-Fil-A,Sandwich Toppings,Lettuce,20,5.0,0.0,0.0,0.0,0,5,1,0,0,0,"['low-calorie','fat-free','sat-fat-free','cholesterol-free','low-sodium','low-carb','sugar-free','fiber-free','protein-free','Chick-Fil-A','Sandwich Toppings','small-portion','paleo','Gluten-Free']"
Chick-Fil-A,Sandwich Toppings,Tomato,30,5.0,0.0,0.0,0.0,0,0,1,0,1,0,"['low-calorie','fat-free','sat-fat-free','cholesterol-free','sodium-free','low-carb','low-sugar','fiber-free','protein-free','Chick-Fil-A','Sandwich Toppings','small-portion','paleo','Gluten-Free']"
Chick-Fil-A,Sandwich Toppings,American Cheese,14,50.0,4.5,2.5,0.0,15,230,1,0,0,3,"['low-calorie','mid-fat','mid-sat-fat','low-cholesterol','mid-sodium','low-carb','sugar-free','fiber-free','low-protein','Chick-Fil-A','Sandwich Toppings','small-portion','paleo','Gluten-Free']"
Chick-Fil-A,Sandwich Toppings,Colby Jack Cheese,21,80.0,7.0,4.0,0.0,20,140,0,0,0,5,"['low-calorie','mid-fat','mid-sat-fat','low-cholesterol','low-sodium','carb-free','sugar-free','fiber-free','mid-protein','Chick-Fil-A','Sandwich Toppings','small-portion','paleo','Gluten-Free']"
Chick-Fil-A,Sandwich Toppings,Pepper Jack Cheese,21,80.0,6.0,4.0,0.0,20,140,0,0,0,4,"['low-calorie','mid-fat','mid-sat-fat','low-cholesterol','low-sodium','carb-free','sugar-free','fiber-free','low-protein','Chick-Fil-A','Sandwich Toppings','small-portion','paleo','Gluten-Free']"
Chick-Fil-A,Soup Toppings,Saltines,12,50.0,1.0,0.0,0.0,0,180,9,0,0,1,"['low-calorie','low-fat','sat-fat-free','cholesterol-free','mid-sodium','low-carb','sugar-free','fiber-free','low-protein','Chick-Fil-A','small-portion','paleo','Gluten-Free']"
Chick-Fil-A,Trays,Grilled Chicken Bundle  (per sandwich),269,530.0,21.0,8.0,0.0,135,1390,37,3,9,49,"['high-calorie','high-fat','high-sat-fat','mid-cholesterol','high-sodium','mid-carb','mid-sugar','mid-fiber','high-protein','Chick-Fil-A','Trays','medium-portion','Mediterranean','Gluten-Free','Paleo']"
Chick-Fil-A,Trays,Maple Pepper Bacon Bundle  (per sandwich),223,430.0,12.0,5.0,0.0,80,1110,51,2,26,30,"['high-calorie','high-fat','high-sat-fat','low-cholesterol','high-sodium','high-carb','high-sugar','low-fiber','high-protein','Chick-Fil-A','Trays','medium-portion','Gluten-Free','Balanced-Meal']"
Chick-Fil-A,Trays,Small Hot Chick-fil-A® Nuggets Tray  (per nugget),14,30.0,1.5,0.0,0.0,10,150,1,0,0,3,"['low-calorie','low-fat','sat-fat-free','low-cholesterol','mid-sodium','low-carb','sugar-free','fiber-free','low-protein','Chick-Fil-A','Trays','small-portion','paleo','Gluten-Free']"
Chick-Fil-A,Trays,Medium Hot Chick-fil-A® Nuggets Tray  (per nugget),14,30.0,1.5,0.0,0.0,10,150,1,0,0,3,"['low-calorie','low-fat','sat-fat-free','low-cholesterol','mid-sodium','low-carb','sugar-free','fiber-free','low-protein','Chick-Fil-A','Trays','small-portion','paleo','Gluten-Free']"
Chick-Fil-A,Trays,Large Hot Chick-fil-A® Nuggets Tray  (per nugget),14,30.0,1.5,0.0,0.0,10,150,1,0,0,3,"['low-calorie','low-fat','sat-fat-free','low-cholesterol','mid-sodium','low-carb','sugar-free','fiber-free','low-protein','Chick-Fil-A','Trays','small-portion','paleo','Gluten-Free']"
Chick-Fil-A,Trays,Chilled Chick-fil-A® Nugget Trays,14,30.0,1.5,0.0,0.0,10,150,1,0,0,3,"['low-calorie','low-fat','sat-fat-free','low-cholesterol','mid-sodium','low-carb','sugar-free','fiber-free','low-protein','Chick-Fil-A','Trays','small-portion','paleo','Gluten-Free']"
Chick-Fil-A,Trays,Small Chilled Chick-fil-A® Nuggets Tray  (per nugget),14,30.0,1.5,0.0,0.0,10,150,1,0,0,3,"['low-calorie','low-fat','sat-fat-free','low-cholesterol','mid-sodium','low-carb','sugar-free','fiber-free','low-protein','Chick-Fil-A','Trays','small-portion','paleo','Gluten-Free']"
Chick-Fil-A,Trays,Medium Chilled Chick-fil-A® Nuggets Tray  (per nugget),14,30.0,1.5,0.0,0.0,10,150,1,0,0,3,"['low-calorie','low-fat','sat-fat-free','low-cholesterol','mid-sodium','low-carb','sugar-free','fiber-free','low-protein','Chick-Fil-A','Trays','small-portion','paleo','Gluten-Free']"
Chick-Fil-A,Trays,Large Chilled Chick-fil-A® Nuggets Tray  (per nugget),14,30.0,1.5,0.0,0.0,10,150,1,0,0,3,"['low-calorie','low-fat','sat-fat-free','low-cholesterol','mid-sodium','low-carb','sugar-free','fiber-free','low-protein','Chick-Fil-A','Trays','small-portion','paleo','Gluten-Free']"
Chick-Fil-A,Trays,Small Hot Chick-n-Strips™ Tray  (per chick-n-strip),47,110.0,5.0,1.0,0.0,25,300,6,0,1,10,"['low-calorie','mid-fat','low-sat-fat','low-cholesterol','mid-sodium','low-carb','low-sugar','fiber-free','mid-protein','Chick-Fil-A','Trays','small-portion','paleo','Gluten-Free','paleo']"
Chick-Fil-A,Trays,Medium Hot Chick-n-Strips™ Tray  (per chick-n-strip),47,110.0,5.0,1.0,0.0,25,300,6,0,1,10,"['low-calorie','mid-fat','low-sat-fat','low-cholesterol','mid-sodium','low-carb','low-sugar','fiber-free','mid-protein','Chick-Fil-A','Trays','small-portion','paleo','Gluten-Free','paleo']"
Chick-Fil-A,Trays,Large Hot Chick-n-Strips™ Tray  (per chick-n-strip),47,110.0,5.0,1.0,0.0,25,300,6,0,1,10,"['low-calorie','mid-fat','low-sat-fat','low-cholesterol','mid-sodium','low-carb','low-sugar','fiber-free','mid-protein','Chick-Fil-A','Trays','small-portion','paleo','Gluten-Free','paleo']"
Chick-Fil-A,Trays,Small Chilled Chick-n-Strips™ (Cooked & Chilled for Later) Tray  (per chick-n-strip),48,110.0,5.0,1.0,0.0,25,300,6,0,1,10,"['low-calorie','mid-fat','low-sat-fat','low-cholesterol','mid-sodium','low-carb','low-sugar','fiber-free','mid-protein','Chick-Fil-A','Trays','small-portion','paleo','Gluten-Free','paleo']"
Chick-Fil-A,Trays,Medium Chilled Chick-n-Strips™ (Cooked & Chilled for Later) Tray  (per chick-n-strip),47,110.0,5.0,1.0,0.0,25,300,6,0,1,10,"['low-calorie','mid-fat','low-sat-fat','low-cholesterol','mid-sodium','low-carb','low-sugar','fiber-free','mid-protein','Chick-Fil-A','Trays','small-portion','paleo','Gluten-Free','paleo']"
Chick-Fil-A,Trays,Large Chilled Chick-n-Strips™ (Cooked & Chilled for Later) Tray  (per chick-n-strip),47,110.0,5.0,1.0,0.0,25,300,6,0,1,10,"['low-calorie','mid-fat','low-sat-fat','low-cholesterol','mid-sodium','low-carb','low-sugar','fiber-free','mid-protein','Chick-Fil-A','Trays','small-portion','paleo','Gluten-Free','paleo']"
Chick-Fil-A,Trays,Small Chilled Grilled Chicken Sub Sandwich Tray  (per half sandwich),115,220.0,6.0,2.5,0.0,45,490,25,2,4,18,"['mid-calorie','mid-fat','mid-sat-fat','low-cholesterol','high-sodium','mid-carb','low-sugar','low-fiber','mid-protein','Chick-Fil-A','Trays','medium-portion','paleo','Gluten-Free','Paleo']"
Chick-Fil-A,Trays,Medium Chilled Grilled Chicken Sub Sandwich Tray  (per half sandwich),115,220.0,6.0,2.5,0.0,45,490,25,2,4,18,"['mid-calorie','mid-fat','mid-sat-fat','low-cholesterol','high-sodium','mid-carb','low-sugar','low-fiber','mid-protein','Chick-Fil-A','Trays','medium-portion','paleo','Gluten-Free','Paleo']"
Chick-Fil-A,Trays,Large Chilled Grilled Chicken Sub Sandwich Tray  (per half sandwich),115,220.0,6.0,2.5,0.0,45,490,25,2,4,18,"['mid-calorie','mid-fat','mid-sat-fat','low-cholesterol','high-sodium','mid-carb','low-sugar','low-fiber','mid-protein','Chick-Fil-A','Trays','medium-portion','paleo','Gluten-Free','Paleo']"
Chick-Fil-A,Trays,Small Spicy Chilled Grilled Chicken Sub Sandwich Tray  (per half sandwich),120,220.0,6.0,2.5,0.0,40,660,25,2,5,16,"['mid-calorie','mid-fat','mid-sat-fat','low-cholesterol','high-sodium','mid-carb','mid-sugar','low-fiber','mid-protein','Chick-Fil-A','Trays','medium-portion','Gluten-Free','Paleo']"
Chick-Fil-A,Trays,Medium Spicy Chilled Grilled Chicken Sub Sandwich Tray  (per half sandwich),115,220.0,6.0,2.5,0.0,40,660,25,2,5,16,"['mid-calorie','mid-fat','mid-sat-fat','low-cholesterol','high-sodium','mid-carb','mid-sugar','low-fiber','mid-protein','Chick-Fil-A','Trays','medium-portion','Gluten-Free','Paleo']"
Chick-Fil-A,Trays,Large Spicy Chilled Grilled Chicken Sub Sandwich Tray  (per half sandwich),115,220.0,6.0,2.5,0.0,40,660,25,2,5,16,"['mid-calorie','mid-fat','mid-sat-fat','low-cholesterol','high-sodium','mid-carb','mid-sugar','low-fiber','mid-protein','Chick-Fil-A','Trays','medium-portion','Gluten-Free','Paleo']"
Chick-Fil-A,Trays,Small Chick-fil-A® Cool Wrap Tray  (per half wrap),116,170.0,7.0,2.0,0.0,45,450,15,6,1,21,"['low-calorie','mid-fat','mid-sat-fat','low-cholesterol','high-sodium','mid-carb','low-sugar','mid-fiber','high-protein','Chick-Fil-A','Trays','medium-portion','paleo','Gluten-Free','Balanced-Meal']"
Chick-Fil-A,Trays,Medium Chick-fil-A® Cool Wrap Tray  (per half wrap),116,170.0,7.0,2.0,0.0,45,450,15,6,1,21,"['low-calorie','mid-fat','mid-sat-fat','low-cholesterol','high-sodium','mid-carb','low-sugar','mid-fiber','high-protein','Chick-Fil-A','Trays','medium-portion','paleo','Gluten-Free','Balanced-Meal']"
Chick-Fil-A,Trays,Large Chick-fil-A® Cool Wrap Tray  (per half wrap),116,170.0,7.0,2.0,0.0,45,450,15,6,1,21,"['low-calorie','mid-fat','mid-sat-fat','low-cholesterol','high-sodium','mid-carb','low-sugar','mid-fiber','high-protein','Chick-Fil-A','Trays','medium-portion','paleo','Gluten-Free','Balanced-Meal']"
Chick-Fil-A,Trays,Small Southwest Veggie Wrap Tray  (per half wrap),128,170.0,8.0,3.0,0.0,10,310,17,8,2,13,"['low-calorie','mid-fat','mid-sat-fat','low-cholesterol','mid-sodium','mid-carb','low-sugar','high-fiber','mid-protein','Chick-Fil-A','Trays','medium-portion','vegan','paleo','Gluten-Free']"
Chick-Fil-A,Trays,Medium Southwest Veggie Wrap Tray  (per half wrap),128,170.0,8.0,3.0,0.0,10,310,17,8,2,13,"['low-calorie','mid-fat','mid-sat-fat','low-cholesterol','mid-sodium','mid-carb','low-sugar','high-fiber','mid-protein','Chick-Fil-A','Trays','medium-portion','vegan','paleo','Gluten-Free']"
Chick-Fil-A,Trays,Large Southwest Veggie Wrap Tray  (per half wrap),128,170.0,8.0,3.0,0.0,10,310,17,8,2,13,"['low-calorie','mid-fat','mid-sat-fat','low-cholesterol','mid-sodium','mid-carb','low-sugar','high-fiber','mid-protein','Chick-Fil-A','Trays','medium-portion','vegan','paleo','Gluten-Free']"
Chick-Fil-A,Trays,Small Spicy Cool Wrap® Tray  (per half wrap),116,170.0,7.0,2.0,0.0,40,630,15,7,2,20,"['low-calorie','mid-fat','mid-sat-fat','low-cholesterol','high-sodium','mid-carb','low-sugar','mid-fiber','high-protein','Chick-Fil-A','Trays','medium-portion','Gluten-Free','Balanced-Meal']"
Chick-Fil-A,Trays,Medium Spicy Cool Wrap® Tray  (per half wrap),116,170.0,7.0,2.0,0.0,40,630,15,7,2,20,"['low-calorie','mid-fat','mid-sat-fat','low-cholesterol','high-sodium','mid-carb','low-sugar','mid-fiber','high-protein','Chick-Fil-A','Trays','medium-portion','Gluten-Free','Balanced-Meal']"
Chick-Fil-A,Trays,Large Spicy Cool Wrap® Tray  (per half wrap),116,170.0,7.0,2.0,0.0,40,630,15,7,2,20,"['low-calorie','mid-fat','mid-sat-fat','low-cholesterol','high-sodium','mid-carb','low-sugar','mid-fiber','high-protein','Chick-Fil-A','Trays','medium-portion','Gluten-Free','Balanced-Meal']"
Chick-Fil-A,Trays,Small Fruit Tray  (per tray),1446,780.0,0.0,0.0,0.0,0,0,182,29,134,8,"['high-calorie','fat-free','sat-fat-free','cholesterol-free','sodium-free','high-carb','high-sugar','high-fiber','mid-protein','Chick-Fil-A','Trays','large-portion','Gluten-Free']"
Chick-Fil-A,Trays,Large Fruit Tray  (per tray),2948,1580.0,0.0,0.0,0.0,0,0,369,58,273,16,"['high-calorie','fat-free','sat-fat-free','cholesterol-free','sodium-free','high-carb','high-sugar','high-fiber','mid-protein','Chick-Fil-A','Trays','large-portion','Gluten-Free']"
Chick-Fil-A,Trays,Small Mac & Cheese Tray  (per tray),2482,4930.0,312.0,178.0,3.5,750,13030,308,31,36,221,"['high-calorie','high-fat','high-sat-fat','high-cholesterol','high-sodium','high-carb','high-sugar','high-fiber','high-protein','Chick-Fil-A','Trays','large-portion','Gluten-Free']"
Chick-Fil-A,Trays,Large Mac & Cheese Tray  (per tray),4964,9850.0,625.0,355.0,7.0,1500,26060,616,63,71,442,"['high-calorie','high-fat','high-sat-fat','high-cholesterol','high-sodium','high-carb','high-sugar','high-fiber','high-protein','Chick-Fil-A','Trays','large-portion','Gluten-Free']"
Chick-Fil-A,Trays,Small Garden Salad Tray  (per tray),595,310.0,18.0,11.0,0.5,55,420,20,9,11,19,"['mid-calorie','high-fat','high-sat-fat','low-cholesterol','high-sodium','mid-carb','mid-sugar','high-fiber','mid-protein','Chick-Fil-A','Trays','large-portion','paleo','Mediterranean','Gluten-Free','Balanced-Meal']"
Chick-Fil-A,Trays,Large Garden Salad Tray  (per tray),1191,630.0,36.0,23.0,1.0,110,850,41,17,21,38,"['high-calorie','high-fat','high-sat-fat','mid-cholesterol','high-sodium','mid-carb','high-sugar','high-fiber','high-protein','Chick-Fil-A','Trays','large-portion','Gluten-Free']"
Chick-Fil-A,Trays,Small Kale Crunch Side Tray  (per tray),610,1160.0,87.0,9.0,0.0,0,1420,77,23,42,30,"['high-calorie','high-fat','high-sat-fat','cholesterol-free','high-sodium','high-carb','high-sugar','high-fiber','high-protein','Chick-Fil-A','Trays','large-portion','Gluten-Free']"
Chick-Fil-A,Trays,Large Kale Crunch Side Tray  (per tray),1332,2440.0,182.0,20.0,1.0,0,3080,166,49,92,63,"['high-calorie','high-fat','high-sat-fat','cholesterol-free','high-sodium','high-carb','high-sugar','high-fiber','high-protein','Chick-Fil-A','Trays','large-portion','Gluten-Free']"
Chick-Fil-A,Trays,Small Chocolate Chunk Cookie Tray  (per cookie),78,370.0,17.0,9.0,0.0,15,230,49,3,26,5,"['mid-calorie','high-fat','high-sat-fat','low-cholesterol','mid-sodium','mid-carb','high-sugar','mid-fiber','mid-protein','Chick-Fil-A','Trays','small-portion','paleo','Mediterranean','Gluten-Free']"
Chick-Fil-A,Trays,Large Chocolate Chunk Cookie Tray  (per cookie),78,370.0,17.0,9.0,0.0,15,230,49,3,26,5,"['mid-calorie','high-fat','high-sat-fat','low-cholesterol','mid-sodium','mid-carb','high-sugar','mid-fiber','mid-protein','Chick-Fil-A','Trays','small-portion','paleo','Mediterranean','Gluten-Free']"
Chick-Fil-A,Trays,Small Chocolate Fudge Brownie Tray  (per brownie half),43,190.0,10.0,4.0,0.0,35,70,23,1,18,2,"['low-calorie','high-fat','mid-sat-fat','low-cholesterol','low-sodium','mid-carb','high-sugar','low-fiber','low-protein','Chick-Fil-A','Trays','small-portion','paleo','Gluten-Free']"
Chick-Fil-A,Trays,Large Chocolate Fudge Brownie Tray  (per brownie half),43,190.0,10.0,4.0,0.0,35,70,23,1,18,2,"['low-calorie','high-fat','mid-sat-fat','low-cholesterol','low-sodium','mid-carb','high-sugar','low-fiber','low-protein','Chick-Fil-A','Trays','small-portion','paleo','Gluten-Free']"
Chick-Fil-A,Trays,Small Chocolate Chunk Cookie and Chocolate Fudge Brownie Tray  (per cookie/ per brownie half),60,280.0,14.0,7.0,0.0,25,150,36,2,22,3,"['mid-calorie','high-fat','high-sat-fat','low-cholesterol','mid-sodium','mid-carb','high-sugar','low-fiber','low-protein','Chick-Fil-A','Trays','small-portion','paleo','Gluten-Free']"
Chick-Fil-A,Trays,Large Chocolate Chunk Cookie and Chocolate Fudge Brownie Tray  (per cookie/ per brownie half),60,280.0,14.0,7.0,0.0,25,150,36,2,22,3,"['mid-calorie','high-fat','high-sat-fat','low-cholesterol','mid-sodium','mid-carb','high-sugar','low-fiber','low-protein','Chick-Fil-A','Trays','small-portion','paleo','Gluten-Free']"
Chick-Fil-A,Catering Entrées,Chick-fil-A® Chicken Sandwich,183,420.0,18.0,3.5,0.0,70,1460,41,1,6,29,"['high-calorie','high-fat','mid-sat-fat','low-cholesterol','high-sodium','mid-carb','mid-sugar','low-fiber','high-protein','Chick-Fil-A','Catering Entrées','medium-portion','Gluten-Free','Balanced-Meal']"
Chick-Fil-A,Catering Entrées,Chick-fil-A® Chicken Sandwich,183,420.0,18.0,3.5,0.0,70,1460,41,1,6,29,"['high-calorie','high-fat','mid-sat-fat','low-cholesterol','high-sodium','mid-carb','mid-sugar','low-fiber','high-protein','Chick-Fil-A','Catering Entrées','medium-portion','Gluten-Free','Balanced-Meal']"
Chick-Fil-A,Catering Entrées,Spicy Chicken Sandwich,188,450.0,19.0,4.0,0.0,65,1730,45,1,6,28,"['high-calorie','high-fat','mid-sat-fat','low-cholesterol','high-sodium','mid-carb','mid-sugar','low-fiber','high-protein','Chick-Fil-A','Catering Entrées','medium-portion','Gluten-Free','Balanced-Meal']"
Chick-Fil-A,Catering Entrées,Spicy Chicken Sandwich,188,450.0,19.0,4.0,0.0,65,1730,45,1,6,28,"['high-calorie','high-fat','mid-sat-fat','low-cholesterol','high-sodium','mid-carb','mid-sugar','low-fiber','high-protein','Chick-Fil-A','Catering Entrées','medium-portion','Gluten-Free','Balanced-Meal']"
Chick-Fil-A,Catering Entrées,5 ct Chick-fil-A® Nuggets,71,160.0,7.0,1.5,0.0,50,760,7,0,1,17,"['low-calorie','mid-fat','low-sat-fat','low-cholesterol','high-sodium','low-carb','low-sugar','fiber-free','mid-protein','Chick-Fil-A','Catering Entrées','small-portion','Gluten-Free']"
Chick-Fil-A,Catering Entrées,5 ct Chick-fil-A® Nuggets,71,160.0,7.0,1.5,0.0,50,760,7,0,1,17,"['low-calorie','mid-fat','low-sat-fat','low-cholesterol','high-sodium','low-carb','low-sugar','fiber-free','mid-protein','Chick-Fil-A','Catering Entrées','small-portion','Gluten-Free']"
Chick-Fil-A,Catering Entrées,5 ct Chick-fil-A® Nuggets,71,160.0,7.0,1.5,0.0,50,760,7,0,1,17,"['low-calorie','mid-fat','low-sat-fat','low-cholesterol','high-sodium','low-carb','low-sugar','fiber-free','mid-protein','Chick-Fil-A','Catering Entrées','small-portion','Gluten-Free']"
Chick-Fil-A,Catering Entrées,8 ct Chick-fil-A® Nuggets,113,250.0,11.0,2.5,0.0,85,1210,11,0,1,27,"['mid-calorie','high-fat','mid-sat-fat','low-cholesterol','high-sodium','low-carb','low-sugar','fiber-free','high-protein','Chick-Fil-A','Catering Entrées','medium-portion','Gluten-Free']"
